⟨ϵ⟩, ⟨|m|⟩
1.46662e+06
0.00454047, 0.00148484
0.00454047, 0.00148484
-0.000215381, 4.66098e+232
0.00165632, 0.00541622
-0.000332051, 2.8984e+257
-0.000874723, -1.38379e+261
-0.000754919, 0.000443614
-1.04684, 0.289005
4.6609e+232
-0.000336379, 2.89837e+257
-0.000336379, 2.89837e+257
-0.000887357, -1.38376e+261
0.00457277, -0.000110045, 1.4666e+06
0.00457277, -0.000110045, 1.4666e+06
-0.000771705, 0.00150525
0.00457277, -0.000110045, 1.4666e+06
-0.000771705, 0.00150525

-0.000208152, 4.66083e+232
0.00169672, 0.00548501
-0.000340342, 2.89833e+257
-0.000898374, -1.38373e+261
-1.04855, 0.290996
-0.000203509, 4.66075e+232
-0.000909488, -1.3837e+261
0.00173602, 0.00555259
-1.04969, 0.29311
-0.000788587, 0.000458224
-0.000201126, 4.66068e+232
-0.000112251, 1.46658e+06
-0.000343091, 2.8983e+257
0.00460223, 0.00152364
-1.05039, 0.294652
-0.000919557, -1.38367e+261
0.0017735, 0.00561975
-0.000807553, 0.000462993
-0.000199483, 4.6606e+232
-0.000113668, 1.46656e+06
